customer_sk,customer_id,surname,credit_score,geography,gender,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,churn_flag,Complain,Satisfaction Score,Card Type,Point Earned,age_group,credit_tier,tenure_band,high_value_flag,estimated_ltv,churn_label,balance_salary_ratio,product_engagement,risk_score,risk_category,effective_start_date,effective_end_date,is_current,record_version
1517,15701333,Blackburn,646,France,Female,37,7,96558.66,1,0,0,163427.18,0,0,3,PLATINUM,493,36-50,Fair,Mature (6-8 yrs),N,3075.16,Active,0.5908,1,3,Medium Risk,2026-04-19,9999-12-31,1,1
1518,15812071,Endrizzi,744,France,Male,54,6,93806.31,2,0,1,140068.77,0,0,2,PLATINUM,306,51-65,Very Good,Mature (6-8 yrs),N,2716.54,Active,0.6697,4,2,Low Risk,2026-04-19,9999-12-31,1,1
1519,15634375,Duncan,710,Spain,Female,36,8,0.0,2,0,0,83206.19,0,0,3,SILVER,636,36-50,Good,Mature (6-8 yrs),N,665.65,Active,0.0,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
1520,15738267,Macarthur,544,France,Female,64,3,124043.8,1,1,1,111402.97,1,1,1,DIAMOND,642,51-65,Poor,Growing (3-5 yrs),Y,2815.08,Churned,1.1135,4,3,Medium Risk,2026-04-19,9999-12-31,1,1
1521,15786800,Gould,723,Germany,Male,52,5,131694.97,1,0,1,92873.5,1,1,4,SILVER,949,51-65,Good,Growing (3-5 yrs),Y,3098.27,Churned,1.418,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
1522,15591130,Medvedev,507,Spain,Female,29,6,0.0,2,0,1,94780.9,0,0,2,DIAMOND,284,25-35,Poor,Mature (6-8 yrs),N,568.69,Active,0.0,4,0,Low Risk,2026-04-19,9999-12-31,1,1
1523,15720662,Sholes,787,France,Female,35,1,106266.8,1,1,1,16607.15,0,0,5,DIAMOND,511,25-35,Very Good,New (0-2 yrs),Y,2141.94,Active,6.3989,4,2,Low Risk,2026-04-19,9999-12-31,1,1
1524,15751531,Shaw,598,Spain,Male,41,8,0.0,2,1,1,161954.43,0,0,3,PLATINUM,779,36-50,Fair,Mature (6-8 yrs),N,1295.64,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
1525,15653595,Ts'Ai,796,France,Male,51,6,0.0,2,0,1,194733.28,0,0,1,PLATINUM,804,51-65,Very Good,Mature (6-8 yrs),N,1168.4,Active,0.0,4,2,Low Risk,2026-04-19,9999-12-31,1,1
1526,15568360,Rolon,569,Spain,Female,41,4,139840.36,1,1,1,163524.7,0,0,3,SILVER,970,36-50,Poor,Growing (3-5 yrs),Y,3450.91,Active,0.8552,4,1,Low Risk,2026-04-19,9999-12-31,1,1
1527,15781210,Reid,711,France,Male,34,8,0.0,2,0,0,48260.19,0,0,4,PLATINUM,766,25-35,Good,Mature (6-8 yrs),N,386.08,Active,0.0,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
1528,15668058,Chinwendu,661,Germany,Male,35,8,124098.54,1,1,0,86678.48,0,0,2,SILVER,393,25-35,Fair,Mature (6-8 yrs),Y,3175.4,Active,1.4317,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
1529,15597131,Fu,432,France,Male,32,5,145807.59,1,1,1,3064.65,0,0,2,PLATINUM,833,25-35,Poor,Growing (3-5 yrs),Y,2931.48,Active,47.5772,4,1,Low Risk,2026-04-19,9999-12-31,1,1
1530,15697283,Mackenzie,578,Spain,Male,23,8,0.0,2,1,0,112124.98,0,0,3,DIAMOND,240,Under 25,Poor,Mature (6-8 yrs),N,897.0,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
1531,15640953,Bligh,611,France,Female,26,2,107508.93,2,1,1,120801.65,0,0,4,DIAMOND,720,25-35,Fair,New (0-2 yrs),Y,2391.78,Active,0.89,5,2,Low Risk,2026-04-19,9999-12-31,1,1
1532,15715031,Davidson,600,France,Female,28,6,0.0,2,0,1,52193.23,0,0,3,GOLD,910,25-35,Fair,Mature (6-8 yrs),N,313.16,Active,0.0,4,0,Low Risk,2026-04-19,9999-12-31,1,1
1533,15589660,Lamble,661,Germany,Female,32,1,145980.23,1,0,1,56636.28,0,0,3,DIAMOND,883,25-35,Fair,New (0-2 yrs),Y,2976.24,Active,2.5775,3,2,Low Risk,2026-04-19,9999-12-31,1,1
1534,15769818,Moore,850,France,Female,37,3,185967.98540000003,1,0,1,69372.88,0,0,2,SILVER,661,36-50,Excellent,Growing (3-5 yrs),Y,3927.48,Active,2.6807,3,1,Low Risk,2026-04-19,9999-12-31,1,1
1535,15782736,Jose,573,Germany,Female,47,4,152522.47,1,0,1,164038.07,1,1,4,GOLD,273,36-50,Poor,Growing (3-5 yrs),Y,3706.6,Churned,0.9298,3,1,Low Risk,2026-04-19,9999-12-31,1,1
1536,15614818,Trevisani,764,Spain,Female,33,9,168964.77,1,0,1,118982.51,0,0,2,GOLD,915,25-35,Very Good,Loyal (9-10 yrs),Y,4450.14,Active,1.4201,3,1,Low Risk,2026-04-19,9999-12-31,1,1
1537,15794014,Schofield,838,France,Female,34,8,0.0,2,1,0,27472.07,0,0,2,DIAMOND,257,25-35,Excellent,Mature (6-8 yrs),N,219.78,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
1538,15732448,Stewart,821,France,Female,28,8,0.0,1,1,1,36754.13,0,0,5,GOLD,845,25-35,Excellent,Mature (6-8 yrs),N,294.03,Active,0.0,4,0,Low Risk,2026-04-19,9999-12-31,1,1
1539,15723411,Jamieson,607,Spain,Female,36,4,98266.3,1,1,1,46416.36,0,0,1,PLATINUM,933,36-50,Fair,Growing (3-5 yrs),N,2150.99,Active,2.1171,4,0,Low Risk,2026-04-19,9999-12-31,1,1
1540,15797686,Howard,558,France,Male,38,8,113000.92,1,1,1,152872.39,0,0,2,GOLD,784,36-50,Poor,Mature (6-8 yrs),Y,3483.0,Active,0.7392,4,1,Low Risk,2026-04-19,9999-12-31,1,1
1541,15605950,Onwuamaeze,530,Germany,Male,23,1,137060.88,2,1,1,165227.23,0,0,2,GOLD,284,Under 25,Poor,New (0-2 yrs),Y,2906.44,Active,0.8295,5,2,Low Risk,2026-04-19,9999-12-31,1,1
1542,15812497,D'Albertis,654,Germany,Male,37,5,112146.12,1,1,0,75927.35,0,0,3,GOLD,705,36-50,Fair,Growing (3-5 yrs),Y,2622.56,Active,1.477,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
1543,15690678,Brooks,530,France,Female,33,4,129307.32,1,1,1,172930.28,0,0,5,PLATINUM,741,25-35,Poor,Growing (3-5 yrs),Y,3277.87,Active,0.7477,4,1,Low Risk,2026-04-19,9999-12-31,1,1
1544,15747677,Gordon,656,Spain,Male,69,6,163975.09,1,1,1,36108.5,0,0,3,SILVER,836,65+,Fair,Mature (6-8 yrs),Y,3496.15,Active,4.5412,4,3,Medium Risk,2026-04-19,9999-12-31,1,1
1545,15618926,Nwachukwu,520,Spain,Male,43,7,0.0,2,1,1,36202.74,0,0,1,PLATINUM,357,36-50,Poor,Mature (6-8 yrs),N,253.42,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
1546,15673908,Chinweike,602,Germany,Female,42,6,158414.85,1,1,1,131886.46,0,0,5,GOLD,807,36-50,Fair,Mature (6-8 yrs),Y,3959.62,Active,1.2011,4,1,Low Risk,2026-04-19,9999-12-31,1,1
1547,15727944,Simpkinson,701,Germany,Female,48,1,92072.68,1,1,1,133992.36,0,0,3,SILVER,340,36-50,Good,New (0-2 yrs),N,1975.45,Active,0.6871,4,1,Low Risk,2026-04-19,9999-12-31,1,1
1548,15807294,Walker,653,Spain,Female,30,2,88243.29,2,1,1,96658.26,0,0,1,PLATINUM,875,25-35,Fair,New (0-2 yrs),N,1958.18,Active,0.9129,5,1,Low Risk,2026-04-19,9999-12-31,1,1
1549,15618581,Diribe,668,Spain,Male,25,8,0.0,2,1,1,135112.09,0,0,2,SILVER,765,Under 25,Fair,Mature (6-8 yrs),N,1080.9,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
1550,15584364,Trentini,652,France,Male,48,4,59486.31,1,1,0,163944.18,1,1,5,SILVER,751,36-50,Fair,Growing (3-5 yrs),N,1845.5,Churned,0.3628,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
1551,15599552,Conway,639,Spain,Female,54,2,0.0,2,1,1,53843.71,0,0,2,DIAMOND,522,51-65,Fair,New (0-2 yrs),N,107.69,Active,0.0,5,3,Medium Risk,2026-04-19,9999-12-31,1,1
1552,15749177,Maslow,730,Spain,Female,52,7,0.0,2,0,1,122398.84,0,0,5,SILVER,800,51-65,Good,Mature (6-8 yrs),N,856.79,Active,0.0,4,2,Low Risk,2026-04-19,9999-12-31,1,1
1553,15718779,Clark,780,France,Male,34,1,0.0,1,1,1,64804.04,0,0,1,PLATINUM,885,25-35,Very Good,New (0-2 yrs),N,64.8,Active,0.0,4,1,Low Risk,2026-04-19,9999-12-31,1,1
1554,15568106,L?,592,France,Female,38,8,119278.01,2,0,1,19370.73,0,0,3,GOLD,619,36-50,Fair,Mature (6-8 yrs),Y,2540.53,Active,6.1576,4,1,Low Risk,2026-04-19,9999-12-31,1,1
1555,15779481,Swadling,628,France,Male,34,4,158741.43,2,1,1,126192.54,0,0,3,PLATINUM,983,25-35,Fair,Growing (3-5 yrs),Y,3679.6,Active,1.2579,5,1,Low Risk,2026-04-19,9999-12-31,1,1
1556,15709994,Gallo,658,France,Female,40,7,140596.95,1,0,1,135459.02,1,1,2,DIAMOND,411,36-50,Fair,Mature (6-8 yrs),Y,3760.15,Churned,1.0379,3,1,Low Risk,2026-04-19,9999-12-31,1,1
1557,15772777,Onyemachukwu,850,Spain,Female,29,10,0.0,2,1,1,94815.04,0,0,1,GOLD,251,25-35,Excellent,Loyal (9-10 yrs),N,948.15,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
1558,15706815,Samoylova,515,Germany,Male,37,2,90432.92,1,1,1,188366.04,1,1,1,SILVER,362,36-50,Poor,New (0-2 yrs),N,2185.39,Churned,0.4801,4,1,Low Risk,2026-04-19,9999-12-31,1,1
1559,15618018,Dickson,571,France,Female,35,1,104783.81,2,0,1,178512.52,0,0,2,GOLD,350,25-35,Poor,New (0-2 yrs),Y,2274.19,Active,0.587,4,2,Low Risk,2026-04-19,9999-12-31,1,1
1560,15671032,He,760,Germany,Male,42,0,77992.97,2,1,1,97906.38,0,0,5,GOLD,969,36-50,Very Good,,N,1559.86,Active,0.7966,5,1,Low Risk,2026-04-19,9999-12-31,1,1
1561,15634281,P'An,720,Germany,Female,43,10,110822.9,1,0,0,72861.94,0,0,4,SILVER,987,36-50,Good,Loyal (9-10 yrs),Y,2945.08,Active,1.521,1,4,Medium Risk,2026-04-19,9999-12-31,1,1
1562,15766374,Leak,632,Germany,Male,42,4,119624.6,2,1,1,195978.86,0,0,4,PLATINUM,959,36-50,Fair,Growing (3-5 yrs),Y,3176.41,Active,0.6104,5,1,Low Risk,2026-04-19,9999-12-31,1,1
1563,15600991,Artemieva,694,Germany,Male,31,6,109052.59,2,1,1,19448.93,1,1,4,DIAMOND,991,25-35,Good,Mature (6-8 yrs),Y,2297.75,Churned,5.6071,5,1,Low Risk,2026-04-19,9999-12-31,1,1
1564,15777576,Frost,559,Spain,Female,40,5,139129.44,1,0,1,32635.54,0,0,4,DIAMOND,601,36-50,Poor,Growing (3-5 yrs),Y,2945.77,Active,4.2631,3,1,Low Risk,2026-04-19,9999-12-31,1,1
1565,15742613,Warner,773,Germany,Female,42,8,152324.66,2,1,0,171733.22,0,0,4,GOLD,628,36-50,Very Good,Mature (6-8 yrs),Y,4420.36,Active,0.887,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
1566,15649523,Kennedy,581,France,Male,38,1,0.0,2,1,0,46176.22,0,0,2,PLATINUM,950,36-50,Fair,New (0-2 yrs),N,46.18,Active,0.0,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
1567,15651063,Ifeatu,524,Germany,Female,37,9,127480.58,2,1,0,179634.69,0,0,2,SILVER,512,36-50,Poor,Loyal (9-10 yrs),Y,4166.32,Active,0.7097,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
1568,15683124,Evans,713,France,Male,53,6,115029.4,1,0,0,191521.32,1,1,2,PLATINUM,338,51-65,Good,Mature (6-8 yrs),Y,3449.72,Churned,0.6006,1,6,High Risk,2026-04-19,9999-12-31,1,1
1569,15618314,Chu,676,France,Male,40,8,114005.78,1,1,1,67998.45,0,0,3,PLATINUM,324,36-50,Good,Mature (6-8 yrs),Y,2824.1,Active,1.6766,4,1,Low Risk,2026-04-19,9999-12-31,1,1
1570,15670823,Hsueh,651,Germany,Female,42,1,116646.76,1,1,0,44731.8,1,1,2,DIAMOND,658,36-50,Fair,New (0-2 yrs),Y,2377.67,Churned,2.6077,2,5,High Risk,2026-04-19,9999-12-31,1,1
1571,15607133,Shih,717,Spain,Female,49,1,110864.38,2,1,1,124532.9,1,1,1,PLATINUM,845,36-50,Good,New (0-2 yrs),Y,2341.82,Churned,0.8902,5,2,Low Risk,2026-04-19,9999-12-31,1,1
1572,15615012,Fan,594,France,Male,23,5,156267.59,1,1,0,160968.44,0,0,2,GOLD,871,Under 25,Fair,Growing (3-5 yrs),Y,3930.19,Active,0.9708,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
1573,15725141,Whiddon,716,France,Female,44,3,109528.28,1,1,0,27341.63,1,1,1,DIAMOND,771,36-50,Good,Growing (3-5 yrs),Y,2272.59,Churned,4.0059,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
1574,15623560,Onyekachukwu,668,France,Female,35,6,102482.76,1,1,1,53994.64,0,0,3,SILVER,421,25-35,Fair,Mature (6-8 yrs),Y,2373.62,Active,1.898,4,1,Low Risk,2026-04-19,9999-12-31,1,1
1575,15693018,Ermakova,678,Germany,Male,23,10,115563.71,1,1,1,91633.53,0,0,3,DIAMOND,297,Under 25,Good,Loyal (9-10 yrs),Y,3227.61,Active,1.2612,4,1,Low Risk,2026-04-19,9999-12-31,1,1
1576,15636756,Marino,545,France,Male,23,2,0.0,2,1,0,189613.12,0,0,5,SILVER,322,Under 25,Poor,New (0-2 yrs),N,379.23,Active,0.0,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
1577,15647474,Niu,613,France,Female,40,9,95624.36,2,1,1,60706.33,0,0,5,SILVER,573,36-50,Fair,Loyal (9-10 yrs),N,2458.84,Active,1.5752,5,0,Low Risk,2026-04-19,9999-12-31,1,1
1578,15576714,Manna,687,Spain,Female,21,8,0.0,2,1,1,154767.34,0,0,5,PLATINUM,449,Under 25,Good,Mature (6-8 yrs),N,1238.14,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
1579,15585047,Onyemere,715,France,Male,28,7,160376.61,1,0,0,196853.11,0,0,5,DIAMOND,987,25-35,Good,Mature (6-8 yrs),Y,4585.5,Active,0.8147,1,4,Medium Risk,2026-04-19,9999-12-31,1,1
1580,15743976,Archer,618,Germany,Male,41,8,37702.79,1,1,1,195775.48,0,0,5,GOLD,615,36-50,Fair,Mature (6-8 yrs),N,2320.26,Active,0.1926,4,0,Low Risk,2026-04-19,9999-12-31,1,1
1581,15793881,Mitchell,721,France,Female,35,6,118273.83,1,0,1,3086.89,0,0,3,GOLD,804,25-35,Good,Mature (6-8 yrs),Y,2384.0,Active,38.3149,3,1,Low Risk,2026-04-19,9999-12-31,1,1
1582,15576517,Everingham,445,Germany,Female,34,7,131082.17,2,1,1,70618.0,0,0,4,PLATINUM,802,25-35,Poor,Mature (6-8 yrs),Y,3115.97,Active,1.8562,5,1,Low Risk,2026-04-19,9999-12-31,1,1
1583,15631072,Huie,690,France,Male,38,1,94456.0,2,0,1,55034.02,0,0,3,GOLD,240,36-50,Good,New (0-2 yrs),N,1944.15,Active,1.7163,4,1,Low Risk,2026-04-19,9999-12-31,1,1
1584,15730394,Crowther,709,France,Female,43,8,0.0,2,0,0,168035.62,1,1,4,GOLD,863,36-50,Good,Mature (6-8 yrs),N,1344.28,Churned,0.0,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
1585,15631460,Swift,671,Spain,Female,42,3,0.0,2,1,1,128449.33,0,0,2,DIAMOND,931,36-50,Good,Growing (3-5 yrs),N,385.35,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
1586,15692002,Skelton,538,France,Male,33,6,93791.38,1,1,1,198069.7345,0,0,5,PLATINUM,718,25-35,Poor,Mature (6-8 yrs),N,3064.25,Active,0.4735,4,0,Low Risk,2026-04-19,9999-12-31,1,1
1587,15595282,White,735,France,Female,33,4,0.0,2,1,0,149474.69,0,0,2,DIAMOND,999,25-35,Good,Growing (3-5 yrs),N,597.9,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
1588,15789548,Giordano,592,France,Female,37,7,0.0,2,1,1,126726.33,0,0,5,SILVER,241,36-50,Fair,Mature (6-8 yrs),N,887.08,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
1589,15758035,Bateson,747,France,Male,61,7,155973.13,1,0,1,147554.26,0,0,5,GOLD,527,51-65,Very Good,Mature (6-8 yrs),Y,4152.34,Active,1.0571,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
1590,15617518,Hu,675,Germany,Male,36,7,89409.95,1,1,1,149399.7,0,0,4,GOLD,844,36-50,Good,Mature (6-8 yrs),N,2834.0,Active,0.5985,4,0,Low Risk,2026-04-19,9999-12-31,1,1
1591,15651802,Day,632,Spain,Female,39,5,97854.37,2,1,0,93536.38,0,0,4,DIAMOND,271,36-50,Fair,Growing (3-5 yrs),N,2424.77,Active,1.0462,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
1592,15631813,Beneventi,621,France,Male,39,6,0.0,2,1,1,58883.91,0,0,1,SILVER,502,36-50,Fair,Mature (6-8 yrs),N,353.3,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
1593,15729668,Elizabeth,521,Spain,Male,29,3,60280.62,1,1,0,154271.41,0,0,3,DIAMOND,700,25-35,Poor,Growing (3-5 yrs),N,1668.43,Active,0.3907,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
1594,15741728,Atkins,591,Spain,Male,36,7,135216.8,1,1,1,122022.89,0,0,1,GOLD,710,36-50,Fair,Mature (6-8 yrs),Y,3558.5,Active,1.1081,4,1,Low Risk,2026-04-19,9999-12-31,1,1
1595,15576676,Serrano,706,Germany,Female,28,6,124923.35,2,1,1,50299.14,0,0,3,DIAMOND,536,25-35,Good,Mature (6-8 yrs),Y,2800.26,Active,2.4836,5,1,Low Risk,2026-04-19,9999-12-31,1,1
1596,15711378,Willis,677,France,Male,38,4,0.0,2,1,0,187800.63,0,0,4,GOLD,664,36-50,Good,Growing (3-5 yrs),N,751.2,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
1597,15765520,Stevenson,769,Germany,Male,27,7,185967.98540000003,1,1,0,171344.09,0,0,1,GOLD,883,25-35,Very Good,Mature (6-8 yrs),Y,4918.77,Active,1.0853,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
1598,15656726,Ch'Ien,771,France,Male,32,5,62321.62,1,1,1,40920.59,0,0,5,DIAMOND,626,25-35,Very Good,Growing (3-5 yrs),N,1451.04,Active,1.523,4,0,Low Risk,2026-04-19,9999-12-31,1,1
1599,15647842,Cunningham,601,Germany,Female,48,8,120782.7,1,1,0,63940.68,1,1,2,DIAMOND,587,36-50,Fair,Mature (6-8 yrs),Y,2927.18,Churned,1.889,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
1600,15719309,Stephens,670,France,Female,42,1,115961.58,2,0,1,29483.87,0,0,4,DIAMOND,795,36-50,Good,New (0-2 yrs),Y,2348.72,Active,3.9331,4,2,Low Risk,2026-04-19,9999-12-31,1,1
1601,15748718,Gordon,517,France,Male,28,2,115062.61,1,1,0,179056.23,0,0,2,GOLD,910,25-35,Poor,New (0-2 yrs),Y,2659.36,Active,0.6426,2,5,High Risk,2026-04-19,9999-12-31,1,1
1602,15594404,Bevan,834,France,Female,49,8,160602.25,2,1,0,129273.94,0,0,2,GOLD,771,36-50,Excellent,Mature (6-8 yrs),Y,4246.24,Active,1.2423,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
1603,15751158,Mashman,571,France,Female,42,4,108825.34,3,1,0,55558.51,1,1,1,DIAMOND,866,36-50,Poor,Growing (3-5 yrs),Y,2398.74,Churned,1.9588,4,7,Critical Risk,2026-04-19,9999-12-31,1,1
1604,15593470,Tu,576,Germany,Female,36,8,166287.85,1,1,1,23305.85,0,0,5,PLATINUM,859,36-50,Poor,Mature (6-8 yrs),Y,3512.2,Active,7.135,4,1,Low Risk,2026-04-19,9999-12-31,1,1
1605,15695129,Milanesi,718,France,Female,31,1,152663.77,1,0,1,17128.64,0,0,4,GOLD,818,25-35,Good,New (0-2 yrs),Y,3070.4,Active,8.9128,3,2,Low Risk,2026-04-19,9999-12-31,1,1
1606,15640865,Romano,636,Germany,Female,31,9,80844.69,2,1,1,74641.9,0,0,4,SILVER,379,25-35,Fair,Loyal (9-10 yrs),N,2288.67,Active,1.0831,5,0,Low Risk,2026-04-19,9999-12-31,1,1
1607,15714080,Goliwe,566,Germany,Female,40,2,97001.36,2,1,0,154486.01,0,0,1,DIAMOND,719,36-50,Poor,New (0-2 yrs),N,2249.0,Active,0.6279,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
1608,15648721,Hsueh,711,France,Male,64,4,0.0,2,1,1,3185.67,0,0,1,GOLD,949,51-65,Good,Growing (3-5 yrs),N,12.74,Active,0.0,5,2,Low Risk,2026-04-19,9999-12-31,1,1
1609,15801466,Gray,574,France,Female,39,2,122524.61,2,1,0,88463.63,0,0,1,SILVER,686,36-50,Poor,New (0-2 yrs),Y,2627.42,Active,1.385,3,5,High Risk,2026-04-19,9999-12-31,1,1
1610,15750248,Wright,619,France,Female,35,8,132292.63,1,1,0,65682.93,0,0,1,DIAMOND,508,25-35,Fair,Mature (6-8 yrs),Y,3171.32,Active,2.0141,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
1611,15758726,Chiemeka,588,France,Female,24,0,0.0,2,1,1,140586.08,0,0,3,PLATINUM,715,Under 25,Fair,,N,0.0,Active,0.0,5,1,Low Risk,2026-04-19,9999-12-31,1,1
1612,15781553,Chung,760,Germany,Female,49,9,91502.99,1,1,0,117232.9,1,1,5,PLATINUM,511,36-50,Very Good,Loyal (9-10 yrs),N,2885.16,Churned,0.7805,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
1613,15649121,Pinto,665,France,Male,52,3,0.0,1,1,0,116137.01,1,1,1,GOLD,307,51-65,Fair,Growing (3-5 yrs),N,348.41,Churned,0.0,2,5,High Risk,2026-04-19,9999-12-31,1,1
1614,15674811,Kellway,739,Germany,Male,29,3,59385.98,2,1,1,105533.96,0,0,5,PLATINUM,429,25-35,Good,Growing (3-5 yrs),N,1504.32,Active,0.5627,5,0,Low Risk,2026-04-19,9999-12-31,1,1
1615,15646037,Sopuluchi,641,France,Male,77,9,0.0,3,1,1,81514.06,0,0,4,PLATINUM,846,65+,Fair,Loyal (9-10 yrs),N,733.63,Active,0.0,6,5,High Risk,2026-04-19,9999-12-31,1,1
1616,15722578,Spitzer,685,Germany,Female,21,6,97956.5,1,1,1,164966.27,0,0,2,SILVER,220,Under 25,Good,Mature (6-8 yrs),N,2948.93,Active,0.5938,4,0,Low Risk,2026-04-19,9999-12-31,1,1
1617,15665695,Potter,594,France,Female,49,4,0.0,2,1,1,23631.55,0,0,3,PLATINUM,801,36-50,Fair,Growing (3-5 yrs),N,94.53,Active,0.0,5,0,Low Risk,2026-04-19,9999-12-31,1,1
1618,15801062,Matthews,557,Spain,Female,40,4,0.0,2,0,1,105433.53,0,0,2,SILVER,281,36-50,Poor,Growing (3-5 yrs),N,421.73,Active,0.0,4,0,Low Risk,2026-04-19,9999-12-31,1,1
1619,15662955,Nicholls,697,France,Male,27,8,141223.68,2,1,0,90591.15,0,0,1,PLATINUM,900,25-35,Good,Mature (6-8 yrs),Y,3549.2,Active,1.5589,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
1620,15770309,Mcdonald,656,France,Male,18,10,151762.74,1,0,1,127014.32,0,0,2,GOLD,778,Under 25,Fair,Loyal (9-10 yrs),Y,4305.4,Active,1.1948,3,1,Low Risk,2026-04-19,9999-12-31,1,1
1621,15657386,Fiorentini,712,Germany,Male,43,1,141749.74,2,0,1,90905.26,0,0,4,PLATINUM,957,36-50,Good,New (0-2 yrs),Y,2925.9,Active,1.5593,4,2,Low Risk,2026-04-19,9999-12-31,1,1
1622,15777797,Kovalyova,689,Spain,Male,38,5,75075.14,1,1,1,8651.92,1,1,4,GOLD,731,36-50,Good,Growing (3-5 yrs),N,1544.76,Churned,8.6773,4,0,Low Risk,2026-04-19,9999-12-31,1,1
1623,15783955,Miah,697,France,Female,25,4,165686.11,2,1,0,15467.98,0,0,5,DIAMOND,694,Under 25,Good,Growing (3-5 yrs),Y,3375.59,Active,10.7116,3,4,Medium Risk,2026-04-19,9999-12-31,1,1
1624,15804516,Builder,589,France,Male,38,2,0.0,1,1,0,79915.28,0,0,2,SILVER,985,36-50,Fair,New (0-2 yrs),N,159.83,Active,0.0,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
1625,15681758,Baddeley,525,Spain,Female,25,10,0.0,2,1,0,69361.95,0,0,5,GOLD,428,Under 25,Poor,Loyal (9-10 yrs),N,693.62,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
1626,15630321,Hu,680,France,Male,44,3,0.0,2,1,0,86935.08,0,0,5,SILVER,254,36-50,Good,Growing (3-5 yrs),N,260.81,Active,0.0,3,3,Medium Risk,2026-04-19,9999-12-31,1,1
1627,15588248,Hs?,617,France,Female,28,0,0.0,2,1,1,7597.83,1,1,3,SILVER,922,25-35,Fair,,N,0.0,Churned,0.0,5,1,Low Risk,2026-04-19,9999-12-31,1,1
1628,15591932,Ford,680,France,Male,32,5,92961.61,1,1,0,116957.6,0,0,1,GOLD,618,25-35,Good,Growing (3-5 yrs),N,2444.02,Active,0.7948,2,3,Medium Risk,2026-04-19,9999-12-31,1,1
1629,15810347,Todd,662,Spain,Female,30,9,0.0,2,0,1,157884.83,0,0,5,SILVER,479,25-35,Fair,Loyal (9-10 yrs),N,1420.96,Active,0.0,4,0,Low Risk,2026-04-19,9999-12-31,1,1
1630,15595303,Johnston,736,Germany,Male,46,5,130812.91,1,1,1,77981.54,1,1,3,SILVER,610,36-50,Good,Growing (3-5 yrs),Y,3006.17,Churned,1.6775,4,1,Low Risk,2026-04-19,9999-12-31,1,1
1631,15634950,Obiajulu,657,Germany,Male,57,8,107174.58,1,1,1,126369.55,1,1,2,SILVER,288,51-65,Fair,Mature (6-8 yrs),Y,3154.45,Churned,0.8481,4,3,Medium Risk,2026-04-19,9999-12-31,1,1
1632,15685372,Azubuike,432,Spain,Male,54,1,152677.48,1,1,1,191973.49,1,1,3,SILVER,643,51-65,Poor,New (0-2 yrs),Y,3245.52,Churned,0.7953,4,4,Medium Risk,2026-04-19,9999-12-31,1,1
1633,15745827,Padovesi,617,France,Male,30,3,132005.77,1,1,0,142940.39,0,0,5,GOLD,285,25-35,Fair,Growing (3-5 yrs),Y,3068.94,Active,0.9235,2,4,Medium Risk,2026-04-19,9999-12-31,1,1
1634,15755868,Farmer,562,France,Male,35,7,0.0,1,0,0,48869.67,0,0,3,GOLD,863,25-35,Poor,Mature (6-8 yrs),N,342.09,Active,0.0,1,3,Medium Risk,2026-04-19,9999-12-31,1,1
